Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,arrival_full_date
inn00246,1,0,0,2,meal plan 1,0,room_type 1,164,offline,0,0,0,100.0,0,not_canceled,2017-10-02
inn00247,2,0,0,3,meal plan 1,1,room_type 1,78,online,0,0,0,105.3,1,not_canceled,2018-03-24
inn00248,2,0,0,4,meal plan 1,0,room_type 4,18,online,0,0,0,112.8,0,canceled,2018-05-31
inn00249,2,0,1,2,meal plan 1,0,room_type 1,21,online,0,0,0,151.0,0,canceled,2018-08-15
inn00250,1,0,1,3,meal plan 1,0,room_type 1,0,online,0,0,0,91.0,1,not_canceled,2017-11-09
inn00251,3,0,2,1,meal plan 1,0,room_type 4,152,online,0,0,0,146.7,1,canceled,2018-08-13
inn00252,2,0,2,3,meal plan 1,0,room_type 1,43,offline,0,0,0,58.4,0,not_canceled,2017-10-02
inn00253,2,0,0,4,not selected,0,room_type 1,177,online,0,0,0,80.75,1,canceled,2018-07-26
inn00254,2,0,1,1,not selected,0,room_type 1,47,offline,0,0,0,76.5,0,not_canceled,2018-05-21
inn00255,3,0,0,3,meal plan 1,0,room_type 4,57,online,0,0,0,140.13,0,not_canceled,2018-09-07
inn00256,2,0,2,4,not selected,0,room_type 1,60,online,0,0,0,76.0,1,not_canceled,2017-11-15
inn00257,2,0,0,1,meal plan 1,0,room_type 1,0,online,0,0,0,200.0,0,not_canceled,2017-09-16
inn00258,2,0,0,2,meal plan 2,0,room_type 1,102,online,0,0,0,101.5,0,canceled,2017-10-16
inn00259,2,0,0,3,not selected,0,room_type 1,71,online,0,0,0,108.0,1,not_canceled,2018-10-18
inn00260,3,0,2,3,meal plan 2,0,room_type 4,111,online,0,0,0,189.0,1,not_canceled,2018-07-23
inn00261,3,0,1,1,meal plan 1,0,room_type 4,1,online,0,0,0,166.0,3,not_canceled,2018-06-11
inn00262,2,0,1,1,not selected,0,room_type 1,4,online,0,0,0,67.5,0,not_canceled,2018-01-16
inn00263,2,0,1,3,meal plan 1,0,room_type 4,25,online,0,0,0,78.54,1,not_canceled,2017-09-14
inn00264,1,0,2,2,meal plan 1,0,room_type 1,209,online,0,0,0,152.1,1,canceled,2018-11-06
inn00265,1,0,2,1,meal plan 1,0,room_type 1,93,online,0,0,0,115.0,0,canceled,2018-10-15
inn00266,2,0,2,5,not selected,0,room_type 1,53,online,0,0,0,66.53,2,not_canceled,2017-09-02
inn00267,1,0,0,2,meal plan 1,0,room_type 1,1,complementary,1,0,1,0.0,1,not_canceled,2017-08-12
inn00268,1,0,2,1,meal plan 1,0,room_type 1,4,complementary,0,0,0,0.0,1,not_canceled,2017-08-23
inn00269,2,0,0,3,meal plan 1,0,room_type 1,302,online,0,0,0,90.3,2,canceled,2018-12-29
inn00270,2,0,0,2,meal plan 1,0,room_type 1,122,offline,0,0,0,85.0,0,not_canceled,2018-04-15
inn00271,1,0,0,1,meal plan 1,0,room_type 1,16,corporate,0,0,0,75.0,0,not_canceled,2018-03-11
inn00272,2,0,2,4,meal plan 1,0,room_type 1,28,online,0,0,0,115.37,1,canceled,2018-08-28
inn00273,2,0,1,2,meal plan 2,0,room_type 1,161,online,0,0,0,130.0,0,canceled,2018-03-25
inn00274,3,0,0,2,meal plan 1,0,room_type 4,57,online,0,0,0,126.0,2,not_canceled,2018-12-09
inn00275,2,0,1,0,meal plan 1,0,room_type 1,19,online,0,0,0,94.35,1,not_canceled,2018-06-12
inn00276,3,0,2,4,meal plan 1,0,room_type 4,109,online,0,0,0,118.46,4,not_canceled,2018-07-06
inn00277,1,0,0,2,meal plan 2,0,room_type 1,239,online,0,0,0,90.6,0,canceled,2018-06-15
inn00278,1,0,2,1,meal plan 1,0,room_type 1,33,online,0,0,0,82.9,2,not_canceled,2018-03-05
inn00279,2,0,0,3,meal plan 1,0,room_type 1,11,online,0,0,0,95.33,1,not_canceled,2017-08-18
inn00280,3,0,2,5,meal plan 1,0,room_type 4,40,online,0,0,0,135.64,1,not_canceled,2018-04-21
inn00281,3,0,1,1,meal plan 1,0,room_type 4,45,offline,0,0,0,122.4,0,not_canceled,2018-06-18
inn00282,2,0,1,3,not selected,0,room_type 1,41,online,0,0,0,116.1,0,canceled,2018-05-09
inn00283,2,0,0,4,not selected,0,room_type 1,167,online,0,0,0,62.18,0,canceled,2018-06-28
inn00284,2,0,0,4,not selected,0,room_type 1,62,online,0,0,0,63.75,0,canceled,2018-03-09
inn00285,1,0,1,4,meal plan 1,0,room_type 1,113,online,0,0,0,118.8,0,canceled,2018-09-07
inn00286,2,0,0,2,not selected,1,room_type 1,1,online,0,0,0,167.0,0,not_canceled,2018-08-10
inn00287,2,2,2,2,meal plan 1,0,room_type 6,84,online,0,0,0,187.85,1,not_canceled,2018-05-13
inn00288,0,2,2,2,meal plan 1,0,room_type 1,68,online,0,0,0,108.38,1,canceled,2018-04-24
inn00289,2,0,0,1,meal plan 1,0,room_type 2,9,complementary,1,0,3,0.0,1,not_canceled,2018-09-07
inn00290,3,0,1,2,meal plan 1,0,room_type 1,245,online,0,0,0,128.7,0,canceled,2018-10-28
inn00291,2,0,1,3,meal plan 1,0,room_type 1,80,online,0,0,0,80.33,1,not_canceled,2018-03-17
inn00292,2,0,1,1,meal plan 1,0,room_type 1,7,online,0,0,0,140.0,1,canceled,2018-08-22
inn00293,2,1,1,1,meal plan 1,0,room_type 1,128,online,0,0,0,76.5,2,not_canceled,2017-08-08
inn00294,2,0,2,1,meal plan 1,0,room_type 1,100,online,0,0,0,105.3,1,not_canceled,2018-05-01
inn00295,2,0,2,1,meal plan 1,0,room_type 1,118,online,0,0,0,87.3,1,canceled,2018-04-03
inn00296,1,0,0,3,meal plan 1,0,room_type 1,166,online,0,0,0,110.0,0,canceled,2018-11-01
inn00297,1,0,0,1,meal plan 2,0,room_type 1,41,offline,0,0,0,83.0,0,not_canceled,2017-09-04
inn00298,2,0,2,2,meal plan 1,0,room_type 1,174,online,0,0,0,99.45,1,not_canceled,2018-08-13
inn00299,2,1,2,1,meal plan 2,0,room_type 1,27,offline,0,0,0,104.5,3,not_canceled,2017-12-27
inn00300,2,0,2,6,meal plan 1,0,room_type 1,2,online,0,0,0,92.54,2,not_canceled,2018-11-16
inn00301,1,0,0,3,meal plan 1,0,room_type 1,37,offline,0,0,0,95.0,0,not_canceled,2018-10-13
inn00302,1,0,0,2,meal plan 1,0,room_type 1,188,online,0,0,0,130.0,0,canceled,2018-06-15
inn00303,2,0,2,1,meal plan 1,0,room_type 1,68,offline,1,1,0,63.0,1,not_canceled,2018-01-02
inn00304,2,0,1,2,meal plan 1,0,room_type 4,189,online,0,0,0,109.8,0,canceled,2018-10-28
inn00305,2,0,1,0,meal plan 1,0,room_type 1,10,online,0,0,0,103.0,0,not_canceled,2018-05-16
inn00306,3,0,2,1,meal plan 1,0,room_type 4,19,online,0,0,0,130.0,1,not_canceled,2018-02-20
inn00307,2,0,0,2,meal plan 1,0,room_type 1,61,online,0,0,0,117.0,0,canceled,2018-03-23
inn00308,2,0,0,4,meal plan 1,0,room_type 4,95,offline,0,0,0,60.5,0,not_canceled,2017-12-29
inn00309,2,0,0,1,meal plan 2,0,room_type 1,83,offline,0,0,0,112.2,0,not_canceled,2017-09-30
inn00310,2,0,1,3,meal plan 1,0,room_type 1,37,online,0,0,0,135.9,0,canceled,2018-08-01
inn00311,2,0,1,0,meal plan 1,0,room_type 1,19,online,0,0,0,151.0,1,canceled,2018-07-25
inn00312,2,2,0,2,meal plan 1,0,room_type 6,22,online,0,0,0,239.0,2,not_canceled,2018-09-16
inn00313,2,0,2,1,meal plan 1,0,room_type 1,22,online,0,0,0,59.09,0,not_canceled,2017-12-26
inn00314,2,0,2,5,meal plan 1,0,room_type 1,151,online,0,0,0,103.09,0,canceled,2018-07-09
inn00315,2,0,2,1,meal plan 1,0,room_type 1,26,offline,0,0,0,87.0,0,not_canceled,2018-02-28
inn00316,3,0,1,0,meal plan 1,0,room_type 4,27,online,0,0,0,137.0,0,canceled,2018-04-17
inn00317,2,0,0,2,meal plan 2,0,room_type 1,79,offline,0,0,0,109.0,0,not_canceled,2018-06-24
inn00318,2,0,1,1,meal plan 2,0,room_type 1,247,online,0,0,0,115.0,1,canceled,2018-06-06
inn00319,2,0,2,3,meal plan 1,0,room_type 4,189,online,0,0,0,99.45,1,not_canceled,2018-07-17
inn00320,2,0,0,2,meal plan 2,0,room_type 1,320,online,0,0,0,115.0,1,canceled,2018-08-18
inn00321,3,0,1,2,meal plan 1,0,room_type 4,27,online,0,0,0,130.0,2,not_canceled,2018-02-22
inn00322,1,0,1,0,meal plan 1,0,room_type 1,51,corporate,1,0,3,65.0,0,not_canceled,2018-05-22
inn00323,2,0,0,2,meal plan 1,0,room_type 1,245,online,0,0,0,75.0,0,canceled,2018-06-17
inn00324,2,1,1,2,meal plan 1,0,room_type 1,52,online,0,0,0,132.9,0,canceled,2018-07-08
inn00325,1,0,2,0,meal plan 1,0,room_type 1,13,online,0,0,0,120.0,0,not_canceled,2017-10-18
inn00326,2,0,0,2,not selected,0,room_type 1,46,online,0,0,0,79.2,1,canceled,2018-11-11
inn00327,3,0,2,1,meal plan 1,0,room_type 4,84,online,0,0,0,159.3,0,canceled,2018-08-28
inn00328,1,0,0,2,meal plan 1,0,room_type 1,188,online,0,0,0,130.0,0,canceled,2018-06-15
inn00329,2,0,0,3,meal plan 1,0,room_type 1,19,offline,1,1,0,90.0,0,not_canceled,2017-10-06
inn00330,2,0,0,2,meal plan 1,0,room_type 4,67,online,0,0,0,140.4,1,not_canceled,2018-05-27
inn00331,2,0,0,1,meal plan 1,0,room_type 1,0,online,0,0,0,75.0,0,not_canceled,2017-08-11
inn00332,2,0,0,2,meal plan 2,0,room_type 1,273,online,0,0,0,109.0,0,canceled,2017-07-17
inn00333,2,0,2,1,meal plan 2,0,room_type 1,110,online,0,0,0,94.5,0,canceled,2017-07-25
inn00334,1,0,0,1,meal plan 1,0,room_type 1,0,corporate,1,0,1,75.0,0,not_canceled,2017-12-15
inn00335,2,0,1,2,meal plan 1,0,room_type 4,32,offline,0,0,0,75.0,1,not_canceled,2017-10-23
inn00336,2,0,2,1,meal plan 1,0,room_type 1,282,offline,0,0,0,76.67,0,not_canceled,2017-10-10
inn00337,2,0,2,2,meal plan 1,0,room_type 1,38,online,0,0,0,126.0,0,not_canceled,2018-10-02
inn00338,2,0,1,1,not selected,0,room_type 1,175,online,0,0,0,85.5,1,not_canceled,2018-07-23
inn00339,2,0,0,3,meal plan 1,0,room_type 4,143,online,0,0,0,140.7,0,canceled,2018-08-18
inn00340,2,0,2,2,meal plan 1,0,room_type 4,127,online,0,0,0,103.7,1,not_canceled,2018-06-26
inn00341,1,0,0,1,meal plan 1,0,room_type 1,0,online,0,0,0,142.0,0,not_canceled,2017-09-08
inn00342,2,1,2,5,meal plan 1,0,room_type 1,95,online,0,0,0,103.7,3,not_canceled,2018-12-21
inn00343,1,0,1,2,meal plan 1,0,room_type 1,118,offline,0,0,0,110.0,0,not_canceled,2018-06-06
inn00344,2,0,0,3,meal plan 1,0,room_type 1,45,offline,0,0,0,75.0,0,not_canceled,2018-11-10
inn00345,3,0,1,1,meal plan 1,0,room_type 4,69,online,0,0,0,137.7,0,not_canceled,2018-07-25
inn00346,2,0,0,1,not selected,0,room_type 1,57,online,0,0,0,87.3,3,not_canceled,2018-09-07
inn00347,1,0,0,2,meal plan 1,0,room_type 1,5,complementary,1,0,4,0.0,4,not_canceled,2018-08-24
inn00348,2,0,0,2,meal plan 2,0,room_type 1,39,offline,0,0,0,101.5,0,not_canceled,2017-08-14
inn00349,2,0,0,1,meal plan 1,0,room_type 1,0,online,0,0,0,97.0,1,not_canceled,2018-02-24
inn00350,3,0,1,1,meal plan 1,0,room_type 4,89,online,0,0,0,150.3,1,not_canceled,2018-08-15
inn00351,2,0,0,4,meal plan 1,0,room_type 1,85,online,0,0,0,82.45,0,not_canceled,2018-03-29
inn00352,1,0,0,1,meal plan 1,1,room_type 4,4,corporate,1,0,3,103.0,1,not_canceled,2018-07-01
inn00353,1,0,2,6,meal plan 1,0,room_type 1,11,online,0,0,0,145.0,0,canceled,2018-07-05
inn00354,1,0,1,1,meal plan 1,0,room_type 1,12,online,0,0,0,145.0,1,not_canceled,2018-07-11
inn00355,2,0,2,2,meal plan 1,0,room_type 4,77,online,0,0,0,134.85,1,not_canceled,2018-05-14
inn00356,2,1,1,1,meal plan 1,0,room_type 6,14,online,0,0,0,168.25,1,not_canceled,2018-10-22
inn00357,1,0,2,1,meal plan 1,0,room_type 1,1,online,0,0,0,60.0,0,canceled,2018-02-28
inn00358,2,0,1,3,meal plan 1,0,room_type 1,133,offline,0,0,0,76.0,0,not_canceled,2018-06-13
inn00359,2,0,1,2,meal plan 1,0,room_type 1,3,offline,0,0,0,63.5,1,not_canceled,2017-08-10
inn00360,2,0,2,0,meal plan 1,0,room_type 1,19,offline,0,0,0,95.0,0,not_canceled,2018-09-18
inn00361,2,0,2,2,meal plan 1,0,room_type 4,86,offline,0,0,0,90.95,3,not_canceled,2018-09-03
inn00362,2,0,0,2,meal plan 1,0,room_type 1,23,online,0,0,0,98.4,2,not_canceled,2017-10-16
inn00363,2,0,0,1,meal plan 1,0,room_type 1,65,online,0,0,0,135.9,1,not_canceled,2018-09-22
inn00364,2,0,0,2,meal plan 1,0,room_type 4,1,online,0,0,0,130.0,1,not_canceled,2018-11-16
inn00365,2,0,0,1,meal plan 1,0,room_type 4,66,online,0,0,0,81.9,2,not_canceled,2017-11-19
inn00366,3,0,1,4,meal plan 1,0,room_type 1,50,online,0,0,0,78.85,1,not_canceled,2018-02-22
inn00367,2,0,2,3,meal plan 2,0,room_type 1,87,online,0,0,0,141.3,0,canceled,2018-06-26
inn00368,2,0,1,1,meal plan 1,0,room_type 1,159,offline,0,0,0,70.0,1,not_canceled,2018-04-09
inn00369,2,0,2,3,meal plan 2,0,room_type 1,39,online,0,0,0,170.1,2,not_canceled,2018-08-13
inn00370,2,0,2,0,meal plan 2,0,room_type 1,386,online,0,0,0,115.0,1,canceled,2018-10-23
inn00371,2,2,0,5,meal plan 1,0,room_type 6,22,online,0,0,0,199.0,0,not_canceled,2017-12-29
inn00372,2,0,2,2,meal plan 1,0,room_type 4,102,offline,0,0,0,82.45,0,not_canceled,2018-07-10
inn00373,4,0,0,3,meal plan 1,0,room_type 7,86,online,0,0,0,192.86,1,not_canceled,2018-10-20
inn00374,2,0,2,2,meal plan 1,0,room_type 1,56,offline,0,0,0,185.0,0,not_canceled,2017-09-25
inn00375,2,0,2,6,meal plan 1,0,room_type 1,36,online,0,0,0,68.07,1,not_canceled,2018-12-10
inn00376,2,0,0,3,meal plan 1,0,room_type 1,50,online,0,0,0,118.8,1,not_canceled,2018-10-04
inn00377,2,0,0,2,meal plan 1,0,room_type 4,115,online,0,0,0,104.4,0,canceled,2018-10-27
inn00378,1,0,0,1,meal plan 1,0,room_type 1,0,corporate,1,0,12,65.0,0,not_canceled,2018-03-23
inn00379,2,0,1,3,not selected,0,room_type 1,35,online,0,0,0,71.1,0,canceled,2018-03-03
inn00380,2,0,2,1,meal plan 1,0,room_type 1,17,offline,0,0,0,95.0,0,not_canceled,2018-05-21
inn00382,2,0,0,4,meal plan 1,0,room_type 1,125,online,0,0,0,136.0,2,not_canceled,2018-09-07
inn00383,2,2,2,2,meal plan 1,0,room_type 6,32,online,0,0,0,147.9,0,canceled,2018-12-02
inn00384,2,0,2,0,not selected,0,room_type 1,5,offline,0,0,0,123.7,0,not_canceled,2018-09-18
inn00385,2,0,2,1,meal plan 1,0,room_type 1,91,online,0,0,0,135.9,0,canceled,2018-06-19
inn00386,2,0,0,2,meal plan 2,0,room_type 1,102,offline,0,0,0,109.0,0,not_canceled,2017-10-16
inn00387,3,0,2,1,meal plan 1,0,room_type 4,9,online,0,0,0,186.0,1,not_canceled,2018-03-20
inn00388,3,0,1,3,meal plan 1,0,room_type 4,155,online,0,0,0,115.6,1,canceled,2018-12-26
inn00389,2,2,0,1,meal plan 1,0,room_type 6,0,online,0,0,0,221.0,0,canceled,2018-05-14
inn00390,1,0,0,3,meal plan 1,0,room_type 1,11,corporate,0,0,0,65.0,0,not_canceled,2017-09-15
inn00391,1,0,0,1,meal plan 1,0,room_type 1,0,corporate,0,0,0,80.0,0,not_canceled,2018-02-19
inn00392,2,1,1,4,meal plan 1,0,room_type 1,86,offline,0,0,0,73.83,0,not_canceled,2018-03-23
inn00393,1,0,0,1,meal plan 1,1,room_type 1,18,corporate,1,3,19,67.0,0,not_canceled,2018-10-18
inn00394,2,0,0,2,meal plan 1,0,room_type 1,58,online,0,0,0,80.3,1,not_canceled,2018-03-04
inn00395,2,0,2,1,not selected,0,room_type 1,54,offline,0,0,0,85.0,0,not_canceled,2018-04-30
inn00396,2,1,2,3,meal plan 1,0,room_type 1,25,online,0,0,0,152.1,1,canceled,2018-07-23
inn00397,2,0,0,2,meal plan 1,0,room_type 1,107,online,0,0,0,89.25,1,not_canceled,2017-09-09
inn00398,1,0,0,4,meal plan 2,0,room_type 1,100,offline,0,0,0,110.0,0,not_canceled,2018-09-28
inn00399,2,0,1,2,meal plan 1,0,room_type 1,273,online,0,0,0,95.0,0,canceled,2018-05-13
inn00400,2,0,0,1,not selected,0,room_type 1,29,online,0,0,0,79.0,0,not_canceled,2018-03-18
inn00401,2,0,0,1,meal plan 1,0,room_type 1,221,online,0,0,0,80.0,0,canceled,2018-08-12
inn00402,2,0,2,2,meal plan 1,0,room_type 1,213,online,0,0,0,102.85,2,canceled,2018-10-01
inn00403,2,0,1,2,meal plan 1,0,room_type 1,198,online,0,0,0,90.0,0,canceled,2018-09-09
inn00404,2,0,1,2,meal plan 1,0,room_type 2,81,online,0,0,0,62.37,2,not_canceled,2018-01-29
inn00405,2,0,0,1,not selected,0,room_type 1,23,online,0,0,0,98.0,0,not_canceled,2018-04-08
inn00406,2,0,0,3,meal plan 1,0,room_type 1,26,online,0,0,0,117.67,1,canceled,2017-09-17
inn00407,2,0,2,1,meal plan 1,0,room_type 1,20,online,0,0,0,141.0,1,not_canceled,2018-06-18
inn00408,2,1,1,3,meal plan 1,0,room_type 6,124,online,0,0,0,156.61,2,canceled,2018-12-26
inn00409,3,0,0,3,meal plan 1,0,room_type 4,85,online,0,0,0,152.1,0,canceled,2018-08-03
inn00410,2,0,0,1,meal plan 1,0,room_type 1,167,online,0,0,0,105.3,0,canceled,2018-08-06
inn00411,2,0,1,3,meal plan 1,0,room_type 1,71,online,0,0,0,119.85,1,not_canceled,2018-05-30
inn00412,2,0,0,2,meal plan 1,0,room_type 1,48,online,0,0,0,97.2,2,not_canceled,2018-11-04
inn00413,1,0,0,1,not selected,0,room_type 1,37,online,0,0,0,116.1,0,not_canceled,2018-05-13
inn00414,3,0,2,2,meal plan 1,0,room_type 4,76,online,0,0,0,150.45,0,canceled,2018-05-29
inn00415,1,0,0,1,meal plan 1,0,room_type 1,13,offline,0,0,0,71.0,0,not_canceled,2018-01-20
inn00416,1,0,1,0,meal plan 1,0,room_type 1,3,complementary,0,0,0,0.0,0,not_canceled,2018-06-27
inn00417,2,0,1,2,meal plan 1,0,room_type 4,75,offline,0,0,0,60.0,0,not_canceled,2017-12-07
inn00418,1,0,0,1,meal plan 1,0,room_type 1,5,corporate,1,0,1,89.0,1,not_canceled,2018-04-05
inn00419,2,0,2,0,meal plan 2,0,room_type 1,386,online,0,0,0,115.0,1,canceled,2018-10-23
inn00420,2,0,1,1,meal plan 1,0,room_type 1,180,offline,0,0,0,100.0,1,not_canceled,2018-05-02
inn00421,2,0,1,3,not selected,0,room_type 1,122,online,0,0,0,75.9,2,canceled,2018-11-14
inn00422,2,0,1,2,meal plan 1,0,room_type 1,224,offline,0,0,0,65.0,0,not_canceled,2017-10-02
inn00423,2,0,2,2,meal plan 1,0,room_type 1,24,online,0,0,0,104.55,2,not_canceled,2018-05-29
inn00424,1,0,2,2,meal plan 1,0,room_type 1,162,online,0,0,0,115.0,0,canceled,2018-10-14
inn00425,3,0,1,1,meal plan 1,0,room_type 4,25,online,0,0,0,187.0,0,canceled,2018-07-02
inn00426,1,0,0,1,meal plan 1,0,room_type 1,1,online,0,0,0,115.0,0,not_canceled,2018-08-04
inn00427,2,0,0,4,not selected,0,room_type 1,236,online,0,0,0,84.43,1,canceled,2018-09-27
inn00428,2,0,2,3,meal plan 1,0,room_type 1,120,online,0,0,0,90.95,0,canceled,2018-04-08
inn00429,2,0,1,3,meal plan 2,1,room_type 4,12,online,0,0,0,208.0,1,not_canceled,2018-03-24
inn00430,2,0,2,4,meal plan 1,0,room_type 1,224,online,0,0,0,97.18,1,canceled,2018-09-03
inn00431,1,0,0,4,meal plan 2,0,room_type 1,33,offline,0,0,0,79.11,0,not_canceled,2017-10-21
inn00432,2,0,0,2,meal plan 1,0,room_type 1,24,complementary,0,0,0,0.0,0,not_canceled,2018-05-13
inn00433,2,0,0,1,meal plan 1,0,room_type 4,22,online,0,0,0,120.0,1,not_canceled,2017-09-08
inn00434,2,0,0,3,meal plan 1,0,room_type 1,10,online,0,0,0,126.0,1,not_canceled,2017-10-20
inn00435,2,0,0,2,meal plan 1,0,room_type 1,15,online,0,0,0,91.0,1,canceled,2018-02-16
inn00436,2,0,0,5,meal plan 2,0,room_type 1,230,online,0,0,0,137.0,0,canceled,2018-09-06
inn00437,2,0,0,4,meal plan 1,0,room_type 1,54,offline,0,0,0,67.32,0,not_canceled,2018-03-16
inn00438,2,0,0,1,meal plan 1,0,room_type 1,45,online,0,0,0,81.62,0,not_canceled,2017-10-23
inn00439,3,0,1,3,meal plan 2,0,room_type 4,63,online,0,0,0,123.66,2,not_canceled,2018-10-24
inn00440,2,0,2,1,not selected,0,room_type 1,166,online,0,0,0,94.5,1,not_canceled,2018-08-06
inn00441,2,0,1,4,meal plan 1,0,room_type 1,148,online,0,0,0,96.3,0,canceled,2018-08-22
inn00442,2,0,2,1,meal plan 1,0,room_type 1,136,online,0,0,0,88.01,1,not_canceled,2018-08-13
inn00443,2,0,1,3,meal plan 1,0,room_type 1,37,online,0,0,0,81.9,2,not_canceled,2018-03-10
inn00444,2,0,0,4,meal plan 1,0,room_type 1,66,online,0,0,0,119.85,1,not_canceled,2018-05-11
inn00445,1,0,0,1,meal plan 1,0,room_type 1,11,offline,0,0,0,83.5,0,not_canceled,2017-10-23
inn00446,1,0,0,1,meal plan 1,1,room_type 1,1,corporate,1,0,3,67.0,1,not_canceled,2018-04-01
inn00447,2,0,2,2,meal plan 1,0,room_type 4,7,online,0,0,0,156.0,1,not_canceled,2018-06-19
inn00448,2,0,0,1,meal plan 1,0,room_type 1,43,offline,0,0,0,85.0,0,not_canceled,2017-10-13
inn00449,2,0,3,5,meal plan 1,0,room_type 4,5,online,0,0,0,126.75,0,canceled,2018-04-04
inn00450,2,0,1,1,meal plan 2,0,room_type 1,247,online,0,0,0,115.0,1,canceled,2018-06-06
inn00451,2,0,2,1,not selected,0,room_type 1,24,online,0,0,0,107.1,1,canceled,2018-10-16
inn00452,1,0,0,1,meal plan 1,0,room_type 1,53,offline,0,0,0,120.0,0,not_canceled,2018-10-14
inn00453,2,0,2,1,meal plan 1,0,room_type 1,52,online,0,0,0,93.6,2,not_canceled,2018-11-19
inn00454,2,0,0,1,meal plan 1,0,room_type 1,56,offline,0,0,0,120.0,0,not_canceled,2018-06-08
inn00455,1,0,0,1,meal plan 1,0,room_type 1,12,offline,0,0,0,90.0,1,not_canceled,2018-06-08
inn00456,2,0,0,5,meal plan 1,0,room_type 1,230,online,0,0,0,137.0,1,canceled,2018-09-06
inn00457,2,1,1,3,meal plan 1,0,room_type 1,92,online,0,0,0,106.43,1,canceled,2018-10-31
inn00458,1,0,0,3,not selected,0,room_type 1,2,online,0,0,0,87.78,0,not_canceled,2018-05-31
inn00459,2,0,0,2,meal plan 2,0,room_type 1,74,offline,0,0,0,101.5,0,not_canceled,2017-09-18
inn00460,2,0,0,1,not selected,0,room_type 1,82,online,0,0,0,85.5,0,canceled,2018-06-23
inn00461,1,0,0,3,meal plan 1,0,room_type 1,37,offline,0,0,0,95.0,0,not_canceled,2018-10-13
inn00462,2,0,2,2,meal plan 1,0,room_type 4,147,online,0,0,0,103.7,2,not_canceled,2018-07-01
inn00463,1,0,0,1,meal plan 1,0,room_type 1,2,corporate,0,0,0,65.0,0,not_canceled,2017-08-26
inn00464,2,0,2,6,meal plan 1,0,room_type 1,166,online,0,0,0,100.12,0,canceled,2018-08-18
inn00465,2,0,1,3,meal plan 2,1,room_type 1,28,online,0,0,0,156.25,2,not_canceled,2018-04-11
inn00466,2,0,1,2,meal plan 2,0,room_type 1,309,online,0,0,0,101.0,0,canceled,2018-05-13
inn00467,2,0,1,3,meal plan 2,1,room_type 1,54,online,0,0,0,161.1,0,not_canceled,2018-07-04
inn00468,2,0,1,3,not selected,1,room_type 1,49,online,0,0,0,83.8,2,not_canceled,2018-12-08
inn00469,2,1,0,1,meal plan 1,1,room_type 1,1,online,0,0,0,168.0,2,not_canceled,2018-06-18
inn00470,2,0,2,1,meal plan 1,0,room_type 1,0,offline,0,0,0,58.0,0,not_canceled,2017-12-27
inn00471,2,0,2,1,meal plan 2,0,room_type 1,4,offline,0,0,0,94.5,0,not_canceled,2017-08-08
inn00472,2,0,0,4,meal plan 1,0,room_type 1,60,online,0,0,0,96.3,1,not_canceled,2017-12-09
inn00473,2,0,0,1,meal plan 1,0,room_type 1,157,online,0,0,0,76.5,1,not_canceled,2017-08-14
inn00474,2,0,2,3,meal plan 1,0,room_type 1,268,offline,0,0,0,78.0,0,not_canceled,2018-04-08
inn00475,2,0,1,1,not selected,0,room_type 1,38,online,0,0,0,112.59,0,canceled,2018-09-26
inn00476,2,2,2,1,meal plan 1,0,room_type 7,30,online,0,0,0,187.04,0,canceled,2018-06-12
inn00477,2,0,0,1,meal plan 1,1,room_type 1,2,online,0,0,0,169.0,2,not_canceled,2018-10-11
inn00479,2,0,0,3,meal plan 1,0,room_type 1,143,offline,0,0,0,100.0,0,not_canceled,2018-08-25
inn00480,2,0,0,3,not selected,0,room_type 1,179,online,0,0,0,85.5,2,not_canceled,2018-10-19
inn00481,1,0,0,2,meal plan 1,0,room_type 1,188,online,0,0,0,130.0,0,canceled,2018-06-15
inn00482,3,0,2,2,meal plan 1,0,room_type 4,94,online,0,0,0,146.7,1,not_canceled,2018-07-08
inn00483,1,0,0,2,meal plan 1,0,room_type 1,32,offline,0,0,0,73.0,0,not_canceled,2017-11-20
inn00484,3,0,2,2,meal plan 1,0,room_type 6,2,online,0,0,0,143.22,2,not_canceled,2018-04-01
inn00485,2,0,0,3,meal plan 1,0,room_type 1,70,online,0,0,0,89.25,1,not_canceled,2017-10-22
inn00486,2,0,1,0,not selected,0,room_type 1,4,offline,0,0,0,85.0,0,not_canceled,2018-09-19
inn00487,2,0,2,0,meal plan 1,0,room_type 1,34,complementary,0,0,0,6.5,1,not_canceled,2018-02-28
inn00488,2,2,0,1,meal plan 1,0,room_type 2,16,online,0,0,0,83.03,0,canceled,2018-03-08
inn00489,2,0,1,3,meal plan 1,0,room_type 1,24,online,0,0,0,91.0,0,canceled,2018-02-11
inn00490,2,0,2,2,not selected,0,room_type 1,78,online,0,0,0,80.75,1,not_canceled,2018-04-10
inn00491,2,0,1,2,meal plan 1,0,room_type 1,305,online,0,0,0,89.0,0,canceled,2018-11-04
inn00492,2,0,0,3,meal plan 1,0,room_type 1,37,offline,0,0,0,105.0,0,not_canceled,2018-10-13
